категория,CLIENT_ID,fin_segment,first_prod_ddateid,first_prod,age,gender,cnt_zp,cnt_open_zp,cnt_deb,cnt_open_deb,rest_debet_card,rest_safe,cnt_cc,cnt_cc_with_lim,rest_cc_limit,cnt_csf,cnt_active_csf,rest_csf_start,cnt_pil,cnt_active_pil,rest_pil_start,cnt_depo,cnt_active_depo,rest_depo_now,cnt_cash,cnt_pos,cnt_easy_installment,flg_currency
оформили PIL,1,2,20121007,CSF,47,M,0,0,0,0,0.00,0.00,5,1,30000,5,1,"20,000",2,1,59920,0,0,0,31,6,0,Нет
оформили PIL,2,0,20180817,CC,63,F,0,0,0,0,0.00,0.00,3,0,0,0,0,0,2,1,32820,0,0,0,0,0,0,Нет
оформили PIL,3,2,20141128,CSF,48,F,1,1,0,0,65.27,0.00,2,2,32000,2,0,0,1,0,0,0,0,0,9,0,0,Нет
оформили PIL,4,2,20170728,CSF,43,F,0,0,0,0,0.00,0.00,4,1,17500,1,0,0,3,1,50250,0,0,0,13,5,0,Нет
оформили PIL,5,0,20110911,CSF,62,F,0,0,3,1,0.00,0.00,1,1,9050,2,0,0,2,1,5360,0,0,0,0,0,0,Нет
оформили PIL,6,2,20141014,CSF,34,F,0,0,0,0,0.00,0.00,2,1,7000,3,1,"11,125",1,0,0,0,0,0,4,0,0,Нет
оформили PIL,7,2,20181226,CC,41,M,0,0,0,0,0.00,0.00,2,1,3000,0,0,0,2,1,23500,0,0,0,0,0,0,Нет
оформили PIL,8,2,20180821,CSF,42,M,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,1,19057.6,0,0,0,0,0,0,Нет
оформили PIL,9,2,20120725,CSF,34,F,0,0,3,0,0.00,0.00,2,1,18500,1,0,0,3,1,40000,0,0,0,8,1,0,Нет
оформили PIL,10,0,20120810,CSF,59,M,0,0,1,0,0.00,0.00,4,0,0,2,0,0,4,1,30250,0,0,0,0,0,0,Нет
оформили PIL,11,1,20151230,CC,56,M,0,0,0,0,0.00,0.00,4,2,15800,0,0,0,3,1,45337,0,0,0,0,12,0,Нет
оформили PIL,12,2,20180629,CSF,33,F,0,0,0,0,0.00,0.00,2,2,18400,1,0,0,1,1,49999,0,0,0,4,1,0,Нет
оформили PIL,13,2,20120207,DEB,54,F,0,0,2,0,0.00,0.00,5,1,6000,2,0,0,4,1,94865.07,0,0,0,2,0,0,Нет
оформили PIL,14,2,20170201,CC,43,F,1,1,0,0,0.00,0.00,5,2,43650,1,0,0,3,1,80250,0,0,0,2,2,0,Нет
оформили PIL,15,2,20160714,CC,42,M,0,0,1,1,827.16,0.00,7,2,26250,0,0,0,6,1,149247,0,0,0,2,53,0,Нет
оформили PIL,16,5,20170804,CSF,52,F,0,0,0,0,0.00,0.00,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,17,2,20120306,CSF,50,M,0,0,1,0,0.00,0.00,6,1,19000,3,1,"6,258",4,1,64240,0,0,0,0,2,0,Нет
оформили PIL,18,2,20100206,DEB,53,F,0,0,3,1,0.00,0.00,5,0,0,1,0,0,5,1,58000,0,0,0,0,0,0,Нет
оформили PIL,19,2,20180706,CC,46,F,0,0,1,1,0.00,0.00,3,0,0,1,0,0,2,1,50000,0,0,0,0,0,0,Нет
оформили PIL,20,2,20110829,DEB,35,M,0,0,1,0,0.00,0.00,2,0,0,1,0,0,2,1,55000,0,0,0,0,0,0,Нет
оформили PIL,21,2,20160705,ZP,36,F,1,0,0,0,0.00,0.00,5,1,33000,0,0,0,3,2,64000,0,0,0,33,18,0,Нет
оформили PIL,22,1,20150414,CC,52,M,0,0,0,0,0.00,0.00,4,2,31500,1,0,0,2,1,46720,0,0,0,1,0,0,Нет
оформили PIL,23,2,20170820,CC,39,F,0,0,0,0,0.00,0.00,3,2,35100,1,0,0,2,2,78562.18,0,0,0,1,0,0,Нет
оформили PIL,24,2,20170920,CSF,33,F,0,0,0,0,0.00,0.00,3,2,8000,1,0,0,2,1,75000,0,0,0,0,0,0,Нет
оформили PIL,25,1,20110923,DEB,47,F,0,0,2,0,0.00,0.00,3,2,40250,1,0,0,2,1,41000,0,0,0,1,0,0,Нет
оформили PIL,26,2,20190301,PIL,38,F,0,0,0,0,0.00,0.00,1,1,3800,0,0,0,2,1,51000,0,0,0,0,0,0,Нет
оформили PIL,27,2,20160527,CC,41,F,0,0,0,0,0.00,0.00,4,0,0,0,0,0,4,2,77376.88,0,0,0,0,0,0,Нет
оформили PIL,28,2,20141222,CC,40,M,1,1,0,0,2.38,151.54,3,2,44750,2,0,0,2,1,52250,0,0,0,35,22,0,Нет
оформили PIL,29,0,20190218,CC,66,F,0,0,0,0,0.00,0.00,2,0,0,0,0,0,2,0,0,0,0,0,5,16,0,Нет
оформили PIL,30,1,20161220,PIL,39,F,0,0,0,0,0.00,0.00,3,0,0,1,0,0,2,1,20000,0,0,0,0,0,0,Нет
оформили PIL,31,1,20120409,CSF,34,M,1,1,0,0,30.25,0.00,3,2,38250,1,0,0,1,1,99456,0,0,0,2,6,0,Нет
оформили PIL,32,2,20100816,DEB,59,F,0,0,4,0,0.00,0.00,3,2,30300,2,0,0,3,1,58536,0,0,0,0,0,0,Нет
оформили PIL,33,2,20170823,CSF,45,F,1,1,1,1,0.00,0.00,1,1,16600,1,0,0,1,1,66480,0,0,0,8,8,0,Нет
оформили PIL,34,0,20120817,CSF,68,F,0,0,3,1,0.00,0.00,1,1,13000,2,0,0,1,0,0,0,0,0,5,3,0,Нет
оформили PIL,35,2,20180519,CSF,38,M,0,0,0,0,0.00,0.00,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,36,2,20120331,CSF,51,M,0,0,2,0,0.00,0.00,2,1,16650,2,1,"10,500",3,1,10000,0,0,0,0,0,0,Нет
оформили PIL,37,2,20111122,DEB,45,M,0,0,2,0,0.00,0.00,3,0,0,0,0,0,4,1,65250,0,0,0,0,0,0,Нет
оформили PIL,38,0,20181229,CSF,54,M,0,0,0,0,0.00,0.00,1,0,0,1,1,"13,095",1,1,21680,0,0,0,1,0,0,Нет
оформили PIL,39,1,20170331,CC,33,M,0,0,0,0,0.00,0.00,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Нет
оформили PIL,40,3,20110511,ZP,35,F,2,1,0,0,37.61,0.00,1,1,5000,0,0,0,1,0,0,0,0,0,8,0,0,Нет
оформили PIL,41,0,20131222,CSF,44,F,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,42,2,20170623,CSF,46,M,0,0,0,0,0.00,0.00,2,2,35550,1,0,0,1,1,30250,0,0,0,2,7,0,Нет
оформили PIL,43,2,20171012,CC,53,M,0,0,0,0,0.00,0.00,2,2,24600,0,0,0,2,1,58850,0,0,0,1,29,0,Нет
оформили PIL,44,0,20160909,DEB,36,M,0,0,1,0,0.00,0.00,2,1,30850,1,0,0,2,0,0,0,0,0,0,0,0,Нет
оформили PIL,45,2,20170301,CSF,33,M,0,0,0,0,0.00,0.00,4,1,1550,1,0,0,2,1,70000,0,0,0,0,0,0,Нет
оформили PIL,46,2,20181016,CC,39,M,1,1,0,0,277.93,0.00,3,1,24050,0,0,0,2,0,0,0,0,0,23,20,0,Нет
оформили PIL,47,1,20110721,CSF,59,M,0,0,2,1,0.00,0.00,5,2,38700,2,0,0,3,1,60000,0,0,0,4,3,0,Нет
оформили PIL,48,2,20160317,CC,55,M,0,0,0,0,0.00,0.00,3,0,0,0,0,0,1,1,44000,0,0,0,0,0,0,Нет
оформили PIL,49,2,20171227,CC,58,F,0,0,1,1,0.00,0.00,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,Нет
оформили PIL,50,0,20101224,DEB,37,M,0,0,2,0,0.00,0.00,3,0,0,2,0,0,2,1,37516.54,0,0,0,0,0,0,Нет
оформили PIL,51,2,20160329,DT AP,56,M,3,2,0,0,0.00,0.00,2,2,7000,1,0,0,1,1,10250,0,0,0,11,0,0,Нет
оформили PIL,52,2,20160921,CC,40,M,0,0,1,1,0.00,0.00,4,2,21450,2,0,0,2,1,57200,0,0,0,3,55,0,Нет
оформили PIL,53,0,20110629,CC,45,F,0,0,0,0,0.00,0.00,2,1,27100,0,0,0,1,1,55000,0,0,0,0,1,0,Нет
оформили PIL,54,0,20170930,CSF,35,F,0,0,0,0,0.00,0.00,3,1,16000,1,0,0,2,1,27950,0,0,0,2,1,0,Нет
оформили PIL,55,2,20110830,CSF,54,M,0,0,3,0,0.00,0.00,2,0,0,1,0,0,6,2,248850,0,0,0,0,0,0,Нет
оформили PIL,56,0,20181123,CSF,47,M,0,0,0,0,0.00,0.00,2,1,19850,1,1,"60,149",1,1,26093.5,0,0,0,3,0,0,Нет
оформили PIL,57,1,20181228,CC,37,F,0,0,1,1,0.00,0.00,2,1,17800,0,0,0,1,1,25000,0,0,0,2,18,0,Нет
оформили PIL,58,1,20140611,CSF,43,F,0,0,0,0,0.00,0.00,3,2,13500,2,0,0,3,1,21500,0,0,0,2,8,0,Нет
оформили PIL,59,2,20130822,CSF,53,M,0,0,2,1,82.65,0.00,3,1,17550,1,0,0,4,1,70250,0,0,0,5,53,0,Нет
оформили PIL,60,2,20181207,DEB,57,F,0,0,1,1,0.00,0.00,2,1,1000,0,0,0,2,1,50000,0,0,0,0,0,0,Нет
оформили PIL,61,2,20190311,CC,38,M,0,0,1,1,0.00,0.00,2,0,0,2,2,"5,701",2,1,40000,0,0,0,0,0,0,Нет
оформили PIL,62,0,20170922,CSF,49,M,0,0,1,1,3.33,0.00,4,2,34200,2,0,0,3,1,35000,0,0,0,10,12,0,Нет
оформили PIL,63,2,20120720,CSF,34,F,0,0,3,0,0.00,0.00,5,2,36300,2,0,0,5,1,65608,0,0,0,40,18,0,Нет
оформили PIL,64,0,20160224,DEB,52,M,0,0,3,1,37.87,0.00,4,0,0,1,0,0,4,1,60000,0,0,0,0,1,0,Нет
оформили PIL,65,0,20140128,DEB,67,F,0,0,1,0,0.00,0.00,3,0,0,1,0,0,1,1,32000,0,0,0,0,0,0,Нет
оформили PIL,66,0,20181120,CC,61,F,0,0,0,0,0.00,0.00,3,1,4350,0,0,0,2,1,22850,0,0,0,1,0,0,Нет
оформили PIL,67,2,20100622,DEB,46,M,0,0,2,1,25.33,0.00,3,2,53900,0,0,0,2,2,166771.42,0,0,0,21,23,0,Нет
оформили PIL,68,0,20120718,CSF,57,M,0,0,2,1,0.00,0.00,5,1,5000,1,0,0,3,2,40250,0,0,0,3,0,0,Нет
оформили PIL,69,2,20151119,CC,38,M,0,0,0,0,0.00,0.00,4,2,53750,0,0,0,1,0,0,0,0,0,36,295,0,Нет
оформили PIL,70,0,20140306,CSF,57,M,0,0,1,1,0.00,0.00,3,2,20000,1,0,0,2,1,45250,0,0,0,3,7,0,Нет
оформили PIL,71,1,20181111,CSF,52,F,0,0,1,1,140.50,0.00,2,0,0,1,0,0,1,1,27350,0,0,0,0,0,0,Нет
оформили PIL,72,2,20140920,CSF,44,F,0,0,1,1,0.00,0.00,4,1,34950,2,0,0,2,1,35560,0,0,0,1,0,0,Нет
оформили PIL,73,2,20180514,CC,39,M,0,0,0,0,0.00,0.00,2,0,0,0,0,0,2,1,65250,0,0,0,0,0,0,Нет
оформили PIL,74,2,20161128,CC,48,F,0,0,0,0,0.00,0.00,7,1,20000,0,0,0,4,1,34304,0,0,0,0,9,0,Нет
оформили PIL,75,2,20120701,CSF,61,F,0,0,3,0,0.00,0.00,5,2,25000,3,0,0,4,1,30000,0,0,0,30,0,0,Нет
оформили PIL,76,2,20160122,CC,63,F,0,0,0,0,0.00,0.00,7,2,27150,2,0,0,3,1,73133.66,0,0,0,0,0,0,Нет
оформили PIL,77,5,20170731,DT AP,58,F,1,0,0,0,0.00,0.00,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,78,2,20170824,CSF,42,M,0,0,1,1,22.68,1.00,3,2,6450,2,0,0,2,1,30250,0,0,0,5,30,0,Нет
оформили PIL,79,2,20131117,CC,56,F,0,0,2,1,0.00,0.00,6,2,38700,0,0,0,5,0,0,0,0,0,1,14,0,Нет
оформили PIL,80,2,20120921,DEB,33,F,0,0,2,1,0.00,0.00,3,2,20200,0,0,0,2,1,82900,0,0,0,9,25,0,Нет
оформили PIL,81,2,20120917,DEB,35,M,0,0,2,0,0.00,0.00,6,2,27150,2,0,0,5,1,72342.87,0,0,0,0,49,0,Нет
оформили PIL,82,0,20161218,CC,33,F,0,0,0,0,0.00,0.00,5,2,25100,1,0,0,3,1,30000,0,0,0,2,23,0,Нет
оформили PIL,83,1,20120623,CC,53,M,0,0,0,0,0.00,0.00,3,1,23100,0,0,0,2,1,13000,0,0,0,5,117,0,Нет
оформили PIL,84,0,20160223,ZP,52,M,1,1,0,0,74.74,0.00,1,1,2000,0,0,0,1,0,0,0,0,0,19,0,0,Нет
оформили PIL,85,2,20090109,DEB,33,F,0,0,2,0,0.00,0.00,4,0,0,1,0,0,4,2,62160,0,0,0,0,0,0,Нет
оформили PIL,86,0,20161219,CSF,41,F,0,0,0,0,0.00,0.00,3,2,19450,1,0,0,1,1,25500,0,0,0,4,18,0,Нет
оформили PIL,87,2,20110718,DEB,40,M,0,0,3,0,0.00,0.00,4,0,0,1,0,0,5,1,51250,0,0,0,0,0,0,Нет
оформили PIL,88,1,20190906,PIL,57,F,0,0,0,0,0.00,0.00,2,1,1000,0,0,0,2,1,50250,0,0,0,5,20,0,Нет
оформили PIL,89,2,20140306,CC,35,M,0,0,0,0,0.00,0.00,4,2,49950,0,0,0,2,1,50250,0,0,0,0,0,0,Нет
оформили PIL,90,2,20131123,CC,40,M,0,0,0,0,0.00,0.00,3,1,18000,2,1,"3,499",1,1,44570,0,0,0,0,0,0,Нет
оформили PIL,91,2,20160514,CSF,38,M,0,0,0,0,0.00,0.00,3,1,14350,1,0,0,2,1,58000,0,0,0,0,0,0,Нет
оформили PIL,92,1,20080327,DEB,54,M,0,0,1,0,0.00,0.00,6,2,18850,0,0,0,5,1,54250,0,0,0,0,12,0,Нет
оформили PIL,93,2,20170120,CC,35,M,0,0,0,0,0.00,0.00,2,2,17350,0,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,94,2,20160810,CSF,42,F,0,0,0,0,0.00,0.00,5,1,34800,2,1,"8,746",3,1,65508.02,0,0,0,1,0,0,Нет
оформили PIL,95,1,20150722,CC,41,F,0,0,1,1,40.00,9.86,3,2,11450,0,0,0,2,1,49442,0,0,0,1,4,0,Нет
оформили PIL,96,2,20090605,DEB,55,F,3,2,3,1,"4,263.45",305.89,6,1,29000,1,0,0,4,1,19839.4,0,0,0,4,33,0,Да
оформили PIL,97,2,20140606,CC,38,M,0,0,0,0,0.00,0.00,2,2,41650,0,0,0,1,1,29008,0,0,0,10,119,0,Нет
оформили PIL,98,0,20181205,CSF,37,F,0,0,0,0,0.00,0.00,2,0,0,1,0,0,2,1,25200,0,0,0,7,0,0,Нет
оформили PIL,99,5,20120516,CSF,38,F,0,0,0,0,0.00,0.00,2,1,20000,3,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,100,1,20171025,CSF,38,M,0,0,0,0,0.00,0.00,2,2,10200,1,0,0,1,1,70000,0,0,0,0,0,0,Нет
оформили PIL,101,0,20090722,CSF,55,F,0,0,0,0,0.00,0.00,4,1,14100,3,1,"7,259",4,1,30000,0,0,0,2,10,0,Нет
оформили PIL,102,2,20090302,DEB,32,F,0,0,2,0,0.00,0.00,8,2,27000,1,0,0,6,1,50000,0,0,0,15,255,0,Нет
оформили PIL,103,1,20190609,CSF,37,F,0,0,1,1,0.00,0.00,2,1,3000,1,0,0,1,1,27370.21,1,0,0,2,2,0,Нет
оформили PIL,104,2,20121216,CSF,56,M,0,0,0,0,0.00,0.00,3,3,55950,2,0,0,1,1,30000,0,0,0,0,65,0,Нет
оформили PIL,105,0,20101119,DEB,35,M,0,0,1,0,0.00,0.00,2,1,25000,1,0,0,1,1,15250,0,0,0,1,37,0,Нет
оформили PIL,106,2,20180223,CSF,47,F,0,0,0,0,0.00,0.00,2,2,53750,1,0,0,1,1,53517,0,0,0,0,0,0,Нет
оформили PIL,107,0,20121216,CSF,62,F,0,0,1,0,0.00,0.00,1,0,0,1,0,0,2,1,20000,0,0,0,0,0,0,Нет
оформили PIL,108,1,20140808,CC,44,F,0,0,0,0,0.00,0.00,2,2,11000,0,0,0,1,1,6250,0,0,0,0,5,0,Нет
оформили PIL,109,1,20160419,CC,64,F,1,0,0,0,0.51,0.00,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Нет
оформили PIL,110,3,20190411,PIL,38,M,0,0,1,1,0.00,0.00,1,0,0,0,0,0,2,1,137105.22,0,0,0,0,0,0,Нет
оформили PIL,111,2,20180716,CSF,41,F,0,0,0,0,0.00,0.00,2,2,14950,1,0,0,1,1,49999.99,0,0,0,4,1,0,Нет
оформили PIL,112,2,20160801,CC,40,F,0,0,0,0,0.00,0.00,4,1,4500,0,0,0,4,2,61933.09,0,0,0,0,2,0,Нет
оформили PIL,113,2,20140210,CC,44,M,0,0,0,0,0.00,0.00,2,1,6100,0,0,0,1,1,35500,0,0,0,0,0,0,Нет
оформили PIL,114,2,20160902,CSF,35,M,0,0,0,0,0.00,0.00,3,0,0,4,1,"12,515",3,1,56101.19,0,0,0,0,0,0,Нет
оформили PIL,115,1,20130112,DEB,45,F,0,0,2,0,0.00,0.00,3,0,0,3,0,0,2,1,50000,0,0,0,0,0,0,Нет
оформили PIL,116,1,20080411,CSF,49,F,0,0,1,1,0.00,0.00,3,2,34350,3,0,0,1,1,20550,0,0,0,0,0,0,Нет
оформили PIL,117,2,20130801,CC,34,M,0,0,0,0,0.00,0.00,3,3,71500,0,0,0,2,1,100000,0,0,0,0,23,0,Нет
оформили PIL,118,0,20120409,CSF,50,F,0,0,1,0,0.00,0.00,3,2,31400,1,0,0,1,1,50224,0,0,0,2,4,0,Нет
оформили PIL,119,2,20100924,DEB,54,F,0,0,3,0,0.00,0.00,3,2,49950,1,0,0,1,0,0,0,0,0,0,1,0,Нет
оформили PIL,120,2,20180315,CC,47,F,0,0,0,0,0.00,0.00,2,0,0,0,0,0,1,1,10970,0,0,0,0,0,0,Нет
оформили PIL,121,3,20131114,CC,39,M,0,0,3,3,"2,238.62","2,562.86",4,2,142000,1,0,0,1,0,0,0,0,0,0,61,0,Нет
оформили PIL,122,2,20140829,CSF,37,F,0,0,0,0,0.00,0.00,2,0,0,3,0,0,1,1,66250,0,0,0,0,0,0,Нет
оформили PIL,123,2,20111101,CSF,45,F,0,0,1,0,0.00,0.00,1,0,0,3,1,"35,598",1,1,23600,0,0,0,1,0,0,Нет
оформили PIL,124,1,20180816,DEB,43,M,0,0,1,1,0.00,0.00,3,2,10450,0,0,0,2,1,89716.02,0,0,0,20,0,0,Нет
оформили PIL,125,2,20140913,CC,53,F,0,0,0,0,0.00,0.00,4,0,0,0,0,0,3,1,90000,0,0,0,0,0,0,Нет
оформили PIL,126,2,20180116,CC,35,F,0,0,0,0,0.00,0.00,4,2,11650,0,0,0,4,1,99000,0,0,0,1,0,0,Нет
оформили PIL,127,0,20190503,CC,65,F,0,0,0,0,0.00,0.00,3,2,33250,0,0,0,1,1,28250,0,0,0,2,0,0,Нет
оформили PIL,128,2,20130517,CSF,56,F,0,0,1,0,0.00,0.00,4,0,0,2,1,"25,247",3,1,64064,0,0,0,1,0,0,Нет
оформили PIL,129,2,20170929,CC,37,M,0,0,0,0,0.00,0.00,2,1,35000,0,0,0,1,0,0,0,0,0,1,48,0,Нет
оформили PIL,130,0,20160617,ZP,41,M,1,0,1,0,0.00,0.00,4,2,32000,2,1,"29,497",1,0,0,0,0,0,0,11,0,Нет
оформили PIL,131,2,20161229,CSF,38,F,0,0,0,0,0.00,0.00,2,1,9000,1,0,0,2,1,15000,0,0,0,8,22,0,Нет
оформили PIL,132,0,20140806,CSF,36,F,0,0,0,0,0.00,0.00,2,0,0,2,0,0,1,1,13000,0,0,0,13,0,0,Нет
оформили PIL,133,0,20140818,CC,53,M,0,0,0,0,0.00,0.00,4,1,16000,0,0,0,1,1,9648,0,0,0,16,15,0,Нет
оформили PIL,134,0,20170126,CC,42,M,0,0,2,0,0.00,0.00,4,2,23100,0,0,0,2,1,77248.6,0,0,0,1,0,0,Нет
оформили PIL,135,0,20160816,CSF,53,M,0,0,0,0,0.00,0.00,2,1,13500,1,0,0,1,1,23188,0,0,0,4,20,0,Нет
оформили PIL,136,1,20170920,CC,37,M,0,0,0,0,0.00,0.00,2,2,26150,0,0,0,1,1,16510,0,0,0,1,0,0,Нет
оформили PIL,137,2,20180624,CC,42,F,0,0,1,1,0.00,0.00,3,2,84600,0,0,0,2,1,55650,0,0,0,5,0,0,Нет
оформили PIL,138,1,20140726,CC,38,M,0,0,0,0,0.00,0.00,3,2,19150,1,0,0,1,1,31536,0,0,0,15,52,0,Нет
оформили PIL,139,2,20181224,CSF,42,M,0,0,0,0,0.00,0.00,2,2,15350,1,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,140,2,20190523,CSF,49,F,0,0,1,1,0.00,0.00,3,2,3550,1,0,0,2,2,52173.2,0,0,0,7,0,0,Нет
оформили PIL,141,3,20190717,PIL,46,F,0,0,2,2,"1,864.25",0.00,2,1,5450,0,0,0,2,1,200000,0,0,0,0,11,0,Нет
оформили PIL,142,1,20131003,DEB,43,F,1,1,1,0,"1,458.81",0.00,3,1,20500,1,0,0,1,1,21690,0,0,0,16,40,0,Нет
оформили PIL,143,2,20161228,CC,42,F,0,0,0,0,0.00,0.00,3,1,2950,1,1,"6,724",3,1,30266,0,0,0,0,0,0,Нет
оформили PIL,144,1,20161217,CC,37,M,0,0,0,0,0.00,0.00,3,2,27800,0,0,0,2,1,16910,0,0,0,2,9,0,Нет
оформили PIL,145,3,20080516,CSF,36,F,0,0,1,0,0.00,0.00,3,2,44150,2,0,0,2,1,341983.6,0,0,0,0,6,0,Нет
оформили PIL,146,0,20121116,CC,53,M,0,0,1,1,255.47,0.00,3,2,18050,1,0,0,2,1,35000,0,0,0,0,23,0,Нет
оформили PIL,147,1,20110825,CSF,52,F,0,0,1,0,0.00,0.00,5,1,25000,1,0,0,3,1,50000,0,0,0,0,1,0,Нет
оформили PIL,148,0,20121026,CSF,45,M,0,0,4,1,0.00,0.00,3,2,69000,4,0,0,1,1,34320,0,0,0,0,2,0,Нет
оформили PIL,149,1,20160616,CSF,67,M,0,0,0,0,0.00,0.00,2,1,3000,1,0,0,1,1,43250,0,0,0,4,0,0,Нет
оформили PIL,150,0,20161018,CC,55,F,0,0,1,1,0.00,0.00,3,3,36250,0,0,0,1,1,16050,0,0,0,6,7,0,Нет
оформили PIL,151,5,20180904,CC,59,M,0,0,0,0,0.00,0.00,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,152,2,20161202,CSF,43,M,0,0,0,0,0.00,0.00,3,3,50550,1,0,0,1,1,48847.23,0,0,0,0,3,0,Нет
оформили PIL,153,2,20131106,CC,44,M,1,1,1,1,0.12,0.00,4,0,0,3,1,"7,851",2,1,57200,0,0,0,0,0,0,Нет
оформили PIL,154,2,20170530,CSF,59,F,0,0,0,0,0.00,0.00,3,2,49950,1,0,0,1,1,49960,0,0,0,3,22,0,Нет
оформили PIL,155,2,20140512,DEB,33,M,1,0,1,0,0.00,0.00,2,1,29000,2,0,0,1,1,30000,0,0,0,4,112,0,Нет
оформили PIL,156,2,20170621,DT AP,61,F,2,1,0,0,0.00,0.00,2,2,22650,0,0,0,1,1,15000,0,0,0,6,12,0,Нет
оформили PIL,157,2,20140122,PIL,52,F,0,0,2,1,0.00,0.00,4,0,0,0,0,0,5,1,99250,0,0,0,1,0,0,Нет
оформили PIL,158,2,20130414,CC,35,F,0,0,0,0,0.00,0.00,4,2,42950,5,0,0,1,1,68640,0,0,0,0,0,0,Нет
оформили PIL,159,2,20181108,CC,48,F,1,1,0,0,"1,143.20",0.00,2,0,0,0,0,0,1,1,24024,0,0,0,8,29,0,Нет
оформили PIL,160,2,20080326,CC,42,M,1,1,0,0,21.45,0.00,9,1,40000,0,0,0,5,2,341876.68,0,0,0,15,43,0,Нет
оформили PIL,161,2,20120228,DEB,42,M,0,0,5,0,0.00,0.00,5,1,12200,3,0,0,6,1,99999,0,0,0,1,0,0,Нет
оформили PIL,162,5,20171226,CC,37,F,0,0,0,0,0.00,0.00,2,1,20000,1,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,163,2,20180119,CC,45,M,0,0,0,0,0.00,0.00,3,1,5200,0,0,0,2,1,70250,0,0,0,0,0,0,Нет
оформили PIL,164,2,20161223,CSF,40,M,0,0,1,1,0.00,0.00,5,3,42350,1,0,0,3,1,55800,0,0,0,0,17,0,Нет
оформили PIL,165,2,20080603,CSF,56,F,0,0,0,0,0.00,0.00,4,1,40000,1,0,0,3,2,100200,0,0,0,16,10,0,Нет
оформили PIL,166,0,20170907,ZP,63,M,1,1,1,0,"4,158.12",0.00,3,1,30000,0,0,0,2,1,60106.27,0,0,0,7,0,0,Нет
оформили PIL,167,5,20090303,CSF,43,M,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,1,20000,0,0,0,20,0,0,Нет
оформили PIL,168,2,20140417,CSF,50,F,0,0,1,1,0.00,0.00,4,2,67700,2,0,0,2,1,50513.79,0,0,0,6,30,0,Нет
оформили PIL,169,2,20080606,CSF,38,F,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,1,75000,0,0,0,2,0,0,Нет
оформили PIL,170,5,20080606,CSF,34,F,0,0,0,0,0.00,0.00,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,171,1,20130207,CC,52,F,0,0,0,0,0.00,0.00,4,3,56500,0,0,0,2,1,45000,0,0,0,4,9,0,Нет
оформили PIL,172,2,20140908,CSF,44,M,0,0,0,0,0.00,0.00,5,3,36050,1,0,0,3,1,66624.14,0,0,0,37,65,0,Нет
оформили PIL,173,0,20130611,CSF,56,M,0,0,0,0,0.00,0.00,4,1,4500,1,0,0,2,2,50000,0,0,0,19,3,0,Нет
не оформили PIL,174,,20120608,DEB,69,F,0,0,2,0,0.00,0.00,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Нет
не оформили PIL,175,2,20120608,CC,42,M,0,0,1,0,0.00,0.00,1,1,44100,1,0,0,0,0,0,0,0,0,0,21,0,Нет
не оформили PIL,176,1,20120608,CSF,34,M,0,0,1,0,0.00,0.00,1,1,26400,1,0,0,0,0,0,0,0,0,3,7,0,Нет
оформили PIL,177,0,20180911,CSF,39,M,0,0,0,0,0.00,0.00,3,1,15950,1,0,0,2,1,50250,0,0,0,81,48,0,Нет
не оформили PIL,178,5,20120609,CSF,42,F,0,0,1,0,0.00,0.00,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,179,2,20120609,DEB,41,M,1,1,1,0,0.00,0.00,1,1,14400,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,180,0,20120609,CSF,35,M,0,0,0,0,0.00,0.00,1,1,18000,2,0,0,0,0,0,0,0,0,0,11,0,Нет
оформили PIL,181,0,20140225,CSF,39,F,0,0,0,0,0.00,0.00,3,2,33000,4,0,0,1,1,50000,0,0,0,23,7,0,Нет
не оформили PIL,182,1,20120611,CSF,29,F,0,0,1,0,0.00,0.00,3,2,53050,2,0,0,0,0,0,0,0,0,3,0,0,Нет
не оформили PIL,183,1,20120612,CSF,59,M,0,0,2,0,0.00,0.00,2,2,39250,1,0,0,0,0,0,0,0,0,9,92,0,Нет
оформили PIL,184,2,20180710,DEB,33,M,1,1,1,1,9.49,0.00,3,2,3000,0,0,0,3,1,16250,0,0,0,6,20,0,Нет
