категория,CLIENT_ID,fin_segment,first_prod_ddateid,first_prod,age,gender,cnt_zp,cnt_open_zp,cnt_deb,cnt_open_deb,rest_debet_card,rest_safe,cnt_cc,cnt_cc_with_lim,rest_cc_limit,cnt_csf,cnt_active_csf,rest_csf_start,cnt_pil,cnt_active_pil,rest_pil_start,cnt_depo,cnt_active_depo,rest_depo_now,cnt_cash,cnt_pos,cnt_easy_installment,flg_currency
не оформили PIL,1458,2,20130830,CSF,38,M,0,0,1,1,0.00,0.00,2,2,49950,3,1,"26,999",0,0,0,0,0,0,13,2,0,Нет
не оформили PIL,1459,,20130830,CSF,31,F,0,0,2,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1460,2,20130831,CSF,49,M,0,0,1,0,0.00,0.00,1,1,46000,1,0,0,0,0,0,0,0,0,1,0,0,Нет
оформили PIL,1461,2,20120313,CSF,39,M,0,0,2,0,0.00,0.00,3,2,48000,3,0,0,2,1,30000,0,0,0,7,31,0,Нет
не оформили PIL,1462,0,20130901,DEB,43,M,0,0,1,0,0.00,0.00,1,1,20000,1,0,0,0,0,0,0,0,0,7,5,0,Нет
не оформили PIL,1463,0,20130901,DEB,29,F,0,0,2,0,0.00,0.00,3,2,49300,2,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1464,2,20120314,CSF,53,F,0,0,2,1,0.00,0.00,5,1,27600,2,0,0,4,1,71493.79,0,0,0,9,5,0,Нет
не оформили PIL,1465,,20130902,DEB,51,M,0,0,1,1,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1466,0,20130902,DEB,32,M,0,0,1,0,0.00,0.00,2,1,3800,0,0,0,4,1,3905.46,0,0,0,0,0,0,Нет
не оформили PIL,1467,0,20130903,CSF,57,F,0,0,0,0,0.00,0.00,1,1,12000,2,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1468,2,20130903,CSF,56,M,0,0,1,0,0.00,0.00,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1469,2,20130903,CC,50,F,0,0,0,0,0.00,0.00,2,2,32400,1,0,0,0,0,0,0,0,0,5,3,0,Нет
не оформили PIL,1470,2,20130903,CSF,33,F,0,0,1,0,0.00,0.00,3,1,21500,2,0,0,3,0,0,0,0,0,1,0,0,Нет
не оформили PIL,1471,0,20130903,CC,32,M,0,0,0,0,0.00,0.00,1,1,27000,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1472,2,20120315,DEB,34,M,0,0,2,0,0.00,0.00,2,1,2000,1,1,"11,499",1,1,13000,0,0,0,0,1,0,Нет
оформили PIL,1473,1,20120316,DEB,63,M,0,0,2,1,0.00,0.00,2,0,0,1,0,0,2,1,38482,0,0,0,0,0,0,Нет
не оформили PIL,1474,0,20130904,ZP,60,F,1,1,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1475,,20130904,ZP,39,M,1,0,0,0,0.00,0.00,2,1,20000,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1476,,20130904,CSF,35,M,0,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1477,0,20130904,CSF,31,M,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1478,,20130905,CC,50,F,0,0,1,0,0.00,0.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1479,0,20130905,CC,49,M,0,0,0,0,0.00,0.00,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1480,0,20130905,CC,49,F,0,0,0,0,0.00,0.00,2,1,12600,1,0,0,0,0,0,0,0,0,0,1,0,Нет
не оформили PIL,1481,0,20130905,CC,36,F,0,0,0,0,0.00,0.00,1,1,9000,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1482,,20130905,CC,35,M,0,0,0,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1483,2,20120316,DEB,47,M,0,0,3,2,4.43,0.00,4,2,21150,2,0,0,2,1,23000,0,0,0,0,5,0,Да
не оформили PIL,1484,0,20130906,CC,41,F,0,0,1,0,0.00,0.00,1,1,24000,1,0,0,0,0,0,0,0,0,0,6,0,Нет
оформили PIL,1485,1,20141207,CSF,58,F,0,0,0,0,0.00,0.00,3,1,15900,3,1,"4,421",2,0,0,0,0,0,13,44,0,Нет
оформили PIL,1486,2,20120317,DEB,35,F,0,0,2,0,0.00,0.00,2,1,40000,1,0,0,2,1,66207.05,0,0,0,41,8,0,Нет
не оформили PIL,1487,5,20130908,CSF,43,M,0,0,0,0,0.00,0.00,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1488,1,20120317,CSF,36,F,1,1,1,1,"2,136.77",0.00,3,2,35950,1,0,0,2,1,21052,0,0,0,10,90,0,Нет
оформили PIL,1489,2,20121119,CC,61,M,1,1,0,0,0.00,0.00,5,2,6050,0,0,0,2,1,50250,0,0,0,0,0,0,Нет
не оформили PIL,1490,0,20130909,CSF,41,F,0,0,0,0,0.00,0.00,1,1,19000,2,0,0,0,0,0,0,0,0,2,1,0,Нет
оформили PIL,1491,2,20120319,CSF,42,M,0,0,0,0,0.00,0.00,5,2,49950,1,0,0,2,2,97877.85,0,0,0,0,2,0,Нет
не оформили PIL,1492,,20130910,CSF,59,F,0,0,1,0,0.00,0.00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1493,0,20130910,CSF,59,F,0,0,0,0,0.00,0.00,2,2,39600,1,0,0,0,0,0,0,0,0,4,0,0,Нет
не оформили PIL,1494,5,20130910,DEB,47,F,0,0,1,0,0.00,0.00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1495,5,20130910,CSF,39,M,0,0,0,0,0.00,0.00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1496,0,20120319,DEB,52,M,0,0,3,0,0.00,0.00,5,2,40350,2,0,0,2,1,60800,0,0,0,5,9,0,Нет
оформили PIL,1497,2,20120319,DEB,38,M,0,0,3,1,69.12,0.00,3,2,29550,2,0,0,1,1,50000,0,0,0,0,8,0,Нет
оформили PIL,1498,2,20120319,DEB,35,F,0,0,2,1,4.00,0.00,3,0,0,1,0,0,2,1,73723.65,0,0,0,0,0,0,Нет
оформили PIL,1499,1,20120320,CSF,50,F,0,0,2,0,0.00,0.00,2,1,3100,1,0,0,3,1,77810,0,0,0,0,0,0,Нет
оформили PIL,1500,2,20120322,CSF,46,F,0,0,1,0,0.00,0.00,4,0,0,1,0,0,3,1,80000,0,0,0,0,0,0,Нет
не оформили PIL,1501,,20130911,CSF,62,F,0,0,1,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1502,0,20130911,PIL,59,F,1,1,0,0,0.00,0.00,4,1,21200,0,0,0,4,0,0,0,0,0,3,5,0,Нет
не оформили PIL,1503,0,20130911,CSF,53,M,0,0,1,0,0.00,0.00,3,2,22000,2,0,0,3,1,63395.41,0,0,0,1,0,0,Нет
не оформили PIL,1504,0,20130911,CC,53,M,0,0,0,0,0.00,0.00,2,1,15000,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1505,1,20120323,CSF,38,M,0,0,0,0,0.00,0.00,4,1,1000,1,0,0,3,2,129999,0,0,0,0,0,0,Нет
оформили PIL,1506,2,20120326,DEB,40,F,0,0,2,1,0.00,0.00,1,1,17150,1,0,0,1,1,51800,0,0,0,0,0,0,Нет
оформили PIL,1507,1,20120327,CSF,34,F,0,0,2,1,0.00,0.00,5,3,35700,2,0,0,4,1,53718.8,0,0,0,0,0,0,Нет
оформили PIL,1508,2,20120327,CSF,44,F,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,1,75000,0,0,0,2,3,0,Нет
не оформили PIL,1509,5,20130912,CSF,45,F,0,0,1,0,0.00,0.00,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1510,2,20130912,CC,43,F,1,1,1,0,319.62,0.00,2,1,38500,0,0,0,0,0,0,0,0,0,14,27,0,Нет
не оформили PIL,1511,0,20130912,CSF,39,F,0,0,0,0,0.00,0.00,2,1,41350,4,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1512,0,20130912,DEB,33,F,0,0,2,1,0.00,0.00,2,2,8900,0,0,0,0,0,0,0,0,0,1,5,0,Нет
не оформили PIL,1513,,20130912,DEB,32,F,0,0,3,0,0.00,0.00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1514,0,20130912,CC,31,F,0,0,0,0,0.00,0.00,2,2,35600,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1515,0,20130913,CC,63,F,0,0,0,0,0.00,0.00,2,0,0,0,0,0,2,1,30000,0,0,0,0,0,0,Нет
не оформили PIL,1516,0,20130913,CC,56,F,0,0,0,0,0.00,0.00,2,2,22100,0,0,0,0,0,0,0,0,0,2,18,0,Нет
не оформили PIL,1517,,20130913,PIL,52,F,0,0,2,0,0.00,0.00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1518,2,20130913,CC,38,F,0,0,2,2,0.00,0.00,2,2,59950,0,0,0,0,0,0,0,0,0,2,0,0,Нет
оформили PIL,1519,0,20120329,DEB,59,M,0,0,3,1,0.00,0.00,1,0,0,1,0,0,2,1,65132.8,0,0,0,0,0,0,Нет
оформили PIL,1520,2,20120330,DEB,57,F,0,0,1,0,0.00,0.00,4,1,51950,1,0,0,2,1,78998,0,0,0,21,27,0,Нет
оформили PIL,1521,2,20120330,CSF,49,F,0,0,0,0,0.00,0.00,3,2,51650,1,0,0,1,0,0,0,0,0,6,23,0,Нет
оформили PIL,1522,2,20120401,CSF,49,F,0,0,0,0,0.00,0.00,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1523,5,20130916,ZP,42,F,1,1,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1524,2,20120403,DEB,48,F,0,0,4,0,0.00,0.00,3,1,3550,3,0,0,3,2,71300,0,0,0,1,4,0,Нет
оформили PIL,1525,1,20121016,DEB,63,F,1,1,2,0,"1,869.40",0.00,1,1,7000,2,0,0,1,1,100000,0,0,0,25,0,0,Нет
не оформили PIL,1526,2,20130917,CSF,39,F,0,0,0,0,0.00,0.00,1,1,22000,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1527,5,20130917,CSF,33,F,0,0,0,0,0.00,0.00,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1528,0,20120407,DEB,64,F,0,0,1,0,0.00,0.00,5,0,0,1,0,0,4,1,15600,0,0,0,0,0,0,Нет
оформили PIL,1529,2,20120407,CSF,47,M,0,0,2,1,0.00,0.00,3,2,31100,1,0,0,3,1,50000,0,0,0,21,27,0,Нет
оформили PIL,1530,0,20120331,CSF,60,F,0,0,3,1,34.25,0.00,3,0,0,4,0,0,2,0,0,0,0,0,6,1,0,Нет
оформили PIL,1531,1,20120410,DEB,61,M,0,0,1,0,0.00,0.00,3,2,30000,1,0,0,2,1,34030,0,0,0,6,0,0,Нет
оформили PIL,1532,2,20120411,DEB,43,F,0,0,1,0,0.00,0.00,3,0,0,1,0,0,2,1,69343.4,0,0,0,1,2,0,Нет
не оформили PIL,1533,0,20130918,CC,67,F,0,0,0,0,0.00,0.00,1,1,6400,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1534,1,20130918,CC,56,M,0,0,1,1,0.00,0.00,4,2,49350,0,0,0,1,0,0,0,0,0,11,31,0,Нет
не оформили PIL,1535,,20130918,PIL,45,F,0,0,1,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,1536,2,20120411,CSF,45,F,0,0,2,1,0.00,0.00,1,1,19200,1,0,0,1,1,57450,0,0,0,0,0,0,Нет
оформили PIL,1537,1,20120413,DEB,39,F,4,2,1,1,0.00,0.00,2,0,0,0,0,0,1,1,30000,0,0,0,0,0,0,Нет
оформили PIL,1538,1,20120418,DEB,48,F,0,0,2,0,0.00,0.00,1,1,24750,1,0,0,2,1,99990,0,0,0,0,0,0,Нет
оформили PIL,1539,2,20121213,CC,57,M,0,0,0,0,0.00,0.00,4,2,42500,0,0,0,2,0,0,0,0,0,6,25,0,Нет
не оформили PIL,1540,,20130919,PIL,54,F,0,0,1,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1541,,20130919,CSF,38,F,0,0,0,0,0.00,0.00,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1542,0,20130919,CSF,35,M,0,0,0,0,0.00,0.00,1,1,12000,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1543,0,20130919,CC,33,F,0,0,0,0,0.00,0.00,1,1,6800,0,0,0,0,0,0,0,0,0,0,6,0,Нет
не оформили PIL,1544,0,20130919,DEB,27,M,0,0,2,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1545,2,20120424,DEB,37,F,0,0,4,2,0.00,0.00,2,0,0,2,0,0,2,2,82707.23,0,0,0,0,0,0,Нет
оформили PIL,1546,1,20120424,CSF,67,F,0,0,2,0,0.00,0.00,4,0,0,2,0,0,3,1,13270,0,0,0,0,0,0,Нет
оформили PIL,1547,0,20120424,CSF,61,F,0,0,3,1,0.00,0.00,3,1,5350,2,0,0,2,1,33740,0,0,0,0,0,0,Нет
не оформили PIL,1548,1,20130920,CSF,28,F,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,1,25624.04,0,0,0,0,0,0,Нет
оформили PIL,1549,2,20161228,CC,39,F,0,0,1,1,"3,022.17",0.09,7,1,16000,0,0,0,5,1,55000,0,0,0,20,96,0,Нет
оформили PIL,1550,0,20120425,DEB,68,F,0,0,1,0,0.00,0.00,5,0,0,2,0,0,3,1,30000,0,0,0,0,0,0,Нет
не оформили PIL,1551,5,20130921,DEB,34,F,1,1,2,1,0.00,0.00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1552,2,20130921,CSF,31,M,0,0,0,0,0.00,0.00,1,1,24000,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1553,2,20130921,CC,30,M,0,0,0,0,0.00,0.00,2,2,19200,0,0,0,1,1,30000,0,0,0,5,0,0,Нет
не оформили PIL,1554,0,20130922,CSF,36,F,0,0,0,0,0.00,0.00,1,1,9600,1,0,0,0,0,0,0,0,0,0,1,0,Нет
не оформили PIL,1555,0,20130923,PIL,60,F,0,0,1,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1556,1,20130923,CSF,48,M,0,0,1,0,0.00,0.00,2,1,23150,1,0,0,2,0,0,0,0,0,1,0,0,Нет
не оформили PIL,1557,0,20130923,CC,32,F,0,0,0,0,0.00,0.00,3,2,40700,1,0,0,0,0,0,0,0,0,0,12,0,Нет
оформили PIL,1558,0,20120425,DEB,59,F,0,0,2,0,0.00,0.00,4,2,21400,1,0,0,2,1,39030,0,0,0,1,12,0,Нет
оформили PIL,1559,3,20120425,DEB,33,M,0,0,1,0,0.00,0.00,3,2,38250,1,0,0,1,1,40000,0,0,0,7,267,0,Нет
оформили PIL,1560,2,20120426,DEB,57,F,0,0,1,0,0.00,0.00,4,2,53000,0,0,0,3,2,358900,0,0,0,15,6,0,Нет
не оформили PIL,1561,,20130924,CSF,67,F,0,0,1,0,0.00,0.00,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1562,0,20130924,CC,56,M,0,0,0,0,0.00,0.00,1,1,21000,0,0,0,0,0,0,0,0,0,0,1,0,Нет
не оформили PIL,1563,1,20130924,CSF,54,M,0,0,2,0,0.00,0.00,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Нет
оформили PIL,1564,2,20120426,DEB,30,M,1,1,2,0,0.00,0.00,5,2,14900,4,0,0,2,1,21440,0,0,0,5,15,0,Нет
оформили PIL,1565,0,20150129,CC,62,F,0,0,1,1,8.00,0.00,2,2,16750,0,0,0,1,1,69000,0,0,0,1,0,0,Нет
оформили PIL,1566,1,20120427,DEB,55,F,0,0,5,1,0.00,0.00,4,1,13000,0,0,0,4,1,54560,0,0,0,111,27,0,Нет
не оформили PIL,1567,2,20130925,CSF,58,F,0,0,0,0,0.00,0.00,1,1,33000,1,0,0,0,0,0,0,0,0,6,2,0,Нет
не оформили PIL,1568,,20130925,CSF,55,F,0,0,1,0,0.00,0.00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1569,1,20130925,CSF,48,F,0,0,1,0,0.00,0.00,3,1,12800,2,0,0,2,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1570,1,20130925,CC,35,M,0,0,0,0,0.00,0.00,3,2,42550,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1571,,20130925,CC,34,M,0,0,0,0,0.00,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1572,2,20120427,ZP,64,F,1,0,0,0,0.00,0.00,3,1,10250,0,0,0,3,0,0,0,0,0,1,10,0,Нет
не оформили PIL,1573,,20130926,DEB,46,F,0,0,2,1,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1574,2,20130926,CC,46,F,0,0,0,0,0.00,0.00,1,1,12600,0,0,0,0,0,0,0,0,0,7,157,0,Нет
не оформили PIL,1575,0,20130926,CC,40,M,0,0,0,0,0.00,0.00,1,1,18000,1,0,0,0,0,0,0,0,0,0,5,0,Нет
не оформили PIL,1576,2,20130926,CC,36,M,0,0,0,0,0.00,0.00,2,2,40750,0,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1577,2,20120427,CSF,34,M,0,0,1,1,0.00,0.00,4,1,40000,1,0,0,2,1,28600,0,0,0,1,1,0,Нет
не оформили PIL,1578,,20130927,DEB,59,F,0,0,1,0,0.00,0.00,1,1,12600,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1579,,20130927,PIL,57,M,0,0,0,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1580,,20130927,CSF,36,M,0,0,1,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1581,2,20120428,DEB,31,M,0,0,2,1,114.60,0.00,1,1,5900,1,0,0,1,0,0,0,0,0,44,24,0,Нет
оформили PIL,1582,2,20120428,CSF,31,F,0,0,1,1,0.00,0.00,4,1,18000,1,0,0,3,1,70928,0,0,0,0,21,0,Нет
не оформили PIL,1583,5,20130928,CSF,36,M,0,0,0,0,0.00,0.00,2,1,12900,4,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1584,0,20130929,CSF,36,F,0,0,1,0,0.00,0.00,2,1,36750,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1585,2,20120430,CSF,52,F,0,0,0,0,0.00,0.00,2,2,17100,1,0,0,1,1,30000,0,0,0,2,5,0,Нет
оформили PIL,1586,2,20180313,CSF,46,M,0,0,0,0,0.00,0.00,3,2,63300,1,0,0,2,1,45819.3,0,0,0,4,17,0,Нет
оформили PIL,1587,2,20120502,CSF,54,F,0,0,2,1,20.29,0.00,1,1,1000,2,0,0,1,1,15000,0,0,0,2,1,0,Нет
не оформили PIL,1588,0,20130930,CC,40,F,0,0,0,0,0.00,0.00,1,1,10500,0,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1589,2,20140415,CSF,34,M,0,0,0,0,0.00,0.00,4,1,29000,1,0,0,2,0,0,0,0,0,2,63,0,Нет
оформили PIL,1590,5,20120503,CSF,44,F,0,0,0,0,0.00,0.00,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1591,0,20131001,CSF,61,F,0,0,0,0,0.00,0.00,2,2,23700,2,0,0,0,0,0,0,0,0,5,0,0,Нет
не оформили PIL,1592,,20131001,DEB,41,M,0,0,1,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1593,2,20131001,CSF,40,M,0,0,1,0,0.00,0.00,2,1,30000,3,0,0,0,0,0,0,0,0,0,8,0,Нет
оформили PIL,1594,0,20120504,CSF,60,F,0,0,1,0,0.00,0.00,6,2,10550,3,0,0,1,1,50000,0,0,0,1,0,0,Нет
оформили PIL,1595,1,20120505,DEB,49,F,0,0,2,0,0.00,0.00,3,3,36400,2,0,0,2,1,50224.34,0,0,0,0,0,0,Нет
не оформили PIL,1596,2,20131002,CC,60,F,0,0,0,0,0.00,0.00,2,2,49950,0,0,0,0,0,0,0,0,0,0,1,0,Нет
не оформили PIL,1597,,20131002,DEB,52,M,0,0,1,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1598,0,20131002,CC,27,F,0,0,0,0,0.00,0.00,1,1,9000,0,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1599,0,20120505,CSF,62,F,0,0,1,0,0.00,0.00,4,1,8250,2,0,0,4,2,37250,0,0,0,1,0,0,Нет
оформили PIL,1600,2,20181005,ZP,56,M,1,0,0,0,0.00,0.00,2,0,0,0,0,0,2,1,32410,0,0,0,0,0,0,Нет
оформили PIL,1601,0,20120506,CSF,61,F,0,0,1,0,0.00,0.00,4,1,5000,2,0,0,2,1,17300,0,0,0,0,1,0,Нет
оформили PIL,1602,0,20120508,DEB,37,M,0,0,4,0,0.00,0.00,4,1,36000,0,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,1603,0,20120508,CC,48,F,0,0,0,0,0.00,0.00,3,2,10650,0,0,0,2,1,46250,0,0,0,6,14,0,Нет
оформили PIL,1604,2,20120509,CSF,30,M,0,0,0,0,0.00,0.00,2,2,17000,2,0,0,1,1,50000,0,0,0,0,2,2,Нет
не оформили PIL,1605,0,20131003,CSF,47,F,0,0,1,0,0.00,0.00,1,1,16500,1,0,0,2,1,49421.89,0,0,0,0,0,0,Нет
не оформили PIL,1606,0,20131003,CC,40,M,0,0,0,0,0.00,0.00,1,1,21000,0,0,0,0,0,0,0,0,0,0,10,0,Нет
не оформили PIL,1607,,20131003,CSF,37,M,0,0,1,0,0.00,0.00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1608,2,20131003,CC,34,M,1,1,0,0,27.54,0.22,2,2,51000,0,0,0,0,0,0,1,1,1437.55,24,90,0,Нет
не оформили PIL,1609,2,20131003,CC,31,M,0,0,0,0,0.00,0.00,1,1,18000,0,0,0,0,0,0,0,0,0,0,7,0,Нет
оформили PIL,1610,2,20140122,CSF,63,M,0,0,1,0,0.00,0.00,4,1,27500,1,0,0,3,0,0,0,0,0,0,55,0,Нет
оформили PIL,1611,0,20120511,CSF,44,F,0,0,2,0,0.00,0.00,5,0,0,1,0,0,3,1,50000,0,0,0,6,6,0,Нет
оформили PIL,1612,2,20160710,CC,38,M,0,0,2,1,0.00,0.00,3,0,0,2,0,0,1,1,51220,0,0,0,1,0,0,Нет
не оформили PIL,1613,,20131004,PIL,53,M,0,0,1,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1614,0,20131004,CSF,47,M,0,0,0,0,0.00,0.00,1,1,31000,3,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1615,0,20131004,CC,36,M,0,0,0,0,0.00,0.00,1,1,14000,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1616,2,20131005,CSF,53,F,0,0,0,0,0.00,0.00,2,1,48300,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1617,0,20131005,CC,29,F,0,0,0,0,0.00,0.00,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1618,2,20131005,DEB,28,F,2,0,1,0,0.00,0.00,1,1,21900,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,1619,1,20171127,CSF,34,F,0,0,0,0,0.00,0.00,2,1,23000,1,0,0,1,0,0,0,0,0,1,15,0,Нет
не оформили PIL,1620,2,20131007,CC,41,M,0,0,0,0,0.00,0.00,1,1,30000,1,0,0,0,0,0,0,0,0,0,3,0,Нет
не оформили PIL,1621,1,20131007,CSF,38,M,0,0,2,1,0.00,0.00,3,1,23450,2,0,0,2,0,0,0,0,0,1,6,0,Нет
не оформили PIL,1622,2,20131007,CSF,29,F,0,0,0,0,0.00,0.00,1,1,14500,2,0,0,0,0,0,0,0,0,5,25,0,Нет
оформили PIL,1623,2,20120513,CSF,61,M,0,0,1,0,0.00,0.00,6,1,3000,2,0,0,4,1,65000,0,0,0,2,0,0,Нет
оформили PIL,1624,2,20120514,DEB,45,M,0,0,3,0,0.00,0.00,4,1,37350,4,0,0,2,1,15790,0,0,0,1,15,0,Нет
оформили PIL,1625,0,20120515,CSF,38,M,0,0,2,0,0.00,0.00,1,1,3900,2,1,"9,000",2,1,40000,0,0,0,0,0,0,Нет
не оформили PIL,1626,5,20131008,DEB,35,M,0,0,1,0,0.00,0.00,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1627,2,20131008,DEB,24,F,1,1,2,1,1.07,0.00,1,1,20000,0,0,0,0,0,0,0,0,0,1,5,0,Нет
не оформили PIL,1628,,20131009,PIL,48,M,0,0,1,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1629,2,20131009,CC,45,M,0,0,0,0,0.00,0.00,2,1,29000,0,0,0,1,1,94104,0,0,0,10,18,0,Нет
не оформили PIL,1630,0,20131009,CC,35,M,0,0,0,0,0.00,0.00,1,1,21000,0,0,0,0,0,0,0,0,0,1,16,0,Нет
оформили PIL,1631,0,20120516,DEB,36,M,0,0,1,1,0.00,0.00,3,2,36000,0,0,0,1,1,30000,0,0,0,5,32,0,Нет
оформили PIL,1632,2,20120516,DEB,52,F,0,0,2,0,0.00,0.00,4,0,0,2,0,0,4,1,80250,0,0,0,10,1,0,Нет
не оформили PIL,1633,,20131010,CC,34,F,0,0,2,0,0.00,0.00,1,1,8600,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,1634,,20131010,DEB,30,F,0,0,1,0,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,1635,3,20120517,CSF,64,F,0,0,5,0,0.00,0.00,9,1,200000,5,0,0,9,1,200000,0,0,0,2,0,0,Нет
оформили PIL,1636,2,20120523,CSF,61,F,0,0,2,0,0.00,0.00,2,2,27500,3,0,0,2,1,50000,0,0,0,1,6,0,Нет
оформили PIL,1637,0,20120523,DEB,61,F,0,0,5,0,0.00,0.00,2,1,10000,2,0,0,2,1,55058,0,0,0,0,0,0,Нет
оформили PIL,1638,0,20120523,CSF,59,F,0,0,0,0,0.00,0.00,2,2,32700,3,0,0,2,1,54298,0,0,0,2,0,0,Нет
не оформили PIL,1639,0,20131011,CC,62,F,0,0,0,0,0.00,0.00,1,1,24200,0,0,0,0,0,0,0,0,0,1,8,0,Нет
